dataset,split_type,model,accuracy,precision,recall,weighted_f1,macro_f1,balanced_accuracy,roc_auc,epochs,train_samples,validation_samples,test_samples,notes
LC25000,leakage_safe_resized_image_hash_grouped_split,SimpleCNN_LeakageSafe,0.990078,0.99018,0.990078,0.990066,0.99007,0.990107,0.999821,25,17510,3761,3729,Deep model evaluated on leakage-safe split
