dataset,split_type,model,accuracy,precision,recall,weighted_f1,macro_f1,balanced_accuracy,roc_auc,epochs,train_samples,validation_samples,test_samples,notes
LC25000,near_duplicate_safe_resized_image_hash_grouped_split,TransferCNN_ResNet18_NearDuplicateSafe,0.999205,0.999206,0.999205,0.999205,0.999204,0.999202,0.999999,22,17480,3745,3775,Deep model evaluated on near-duplicate-safe split
